,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Plaza America Tower I,Suite 500 11700 Plaza America Drive,Reston,VA,20190,United States,703 956 4000,https://www.nvrinc.com,Residential Construction,Residential Construction,Consumer Cyclical,6550,9,10,10,6,10,1685577600,1672444800,86400,2,5990.38,5973.0,5982.615,6079.06,5990.38,5973.0,5982.615,6079.06,0.0,0.995774,12.499457,14.876576,9099,9099,23617,21950,21950,5990.38,6004.46,1100,800,19425253376,3664.54,6079.06,1.8664231,5770.732,4959.1113,0.0,0.0,USD,17692672000,0.15794,3218730,3246950,79189,78614,1682640000,1685491200,0.024400001,0.04059,0.84682,3.08,0.0286,0,1186.194,5.0435386,1672444800,1703980800,1680220800,-0.192,1643826944,478.63,402.15,-5.06,1.7,8.151,0.5749651,0.1712712,0.167,635731200,NYQ,EQUITY,NVR,NVR,"NVR, Inc.","NVR, Inc.",490887000,America/New_York,EDT,1c44bc9b-2e18-3afe-b2b0-0f9355801bcd,finmb_182505,-14400000,5982.615,7000.0,4400.0,6000.0,6300.0,2.7,hold,4,2786502912,858.192,2170520064,1028734976,3.279,5.917,10407743488,26.753,3203.306,0.22806999,0.50033003,2823687000,1685136896,1876296960,-0.143,-0.07,0.25941,0.20854999,0.2069,USD,
