,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8051 Congress Avenue,Boca Raton,FL,33487-1307,United States,561 995 7670,561 998 3448,https://www.sbasite.com,REIT—Specialty,REIT—Specialty,Real Estate,1834,3,10,3,7,7,1685577600,1672444800,86400,2,230.57,229.85,223.765,230.865,230.57,229.85,223.765,230.865,3.4,0.0147,1684972800,0.8688,0.508802,65.43459,39.146957,454094,454094,719195,637350,637350,225.16,225.71,800,800,24386568192,218.61,356.59,9.068336,240.5998,270.95956,2.98,0.012924491,USD,39990530048,0.13908,106960233,108339000,1172883,1512081,1682640000,1685491200,0.0108,0.012259999,0.96715,1.4,0.013099999,0,-48.642,1672444800,1703980800,1680220800,-0.463,374023008,3.44,5.75,3.3,14.871,23.425,-0.23964518,0.1712712,0.85,1684972800,NMS,EQUITY,SBAC,SBAC,SBA Communications Corporation,SBA Communications Corporation,929539800,America/New_York,EDT,959197f0-c64d-38bc-ad9b-3132fa795ec3,finmb_34071,-14400000,225.095,344.0,262.0,310.87,308.0,2.1,buy,15,152772000,1.41,1707172992,15125303296,0.618,0.735,2689200128,24.907,0.05992,1937997000,1093006336,1304386048,-0.459,0.09,0.7368,0.63483,0.3687,USD,2.3414
