,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1000 East Hanes Mill Road,Winston-Salem,NC,27105,United States,336 519 8080,https://www.hanes.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,50000,3,1,1,5,2,1685577600,1672444800,86400,4,4.69,4.65,4.615,4.715,4.69,4.65,4.615,4.715,1668988800,4.81,1.590845,6.304054,2014200,2014200,8281198,7271220,7271220,4.65,4.66,21500,1800,1630557312,3.85,11.77,0.2696516,4.553,6.2411,0.45,0.09594882,USD,5728088064,-0.04636,330334064,349529984,58641535,56594588,1682640000,1685491200,0.16780001,0.010369999,0.86847,6.61,0.21440001,0,0.971,4.804325,1672444800,1703980800,1680307200,-279750016,-0.79,0.74,18.91,4:1,1425427200,0.947,9.933,-0.5437743,0.1712712,0.15,1668988800,NYQ,EQUITY,HBI,HBI,Hanesbrands Inc.,Hanesbrands Inc.,1157549400,America/New_York,EDT,a5c3dbe8-c4b4-3828-9071-efc84fd28eb1,finmb_4212820,-14400000,4.665,6.0,1.0,4.64,5.0,3.2,hold,7,213219008,0.61,576649024,4302009856,0.507,1.717,6046903808,1267.063,17.276,0.04442,-0.50001997,2252301000,-136679376,-83076000,-0.118,0.3509,0.09536,0.07811,USD,1.0094
