,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Two North Ninth Street,Allentown,PA,18101-1179,United States,610 774 5151,https://www.pplweb.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,6527,5,1,6,6,4,1685577600,1672444800,86400,2,26.99,26.91,26.64,26.955,26.99,26.91,26.64,26.955,0.96,0.0356,1686182400,0.9337,5.23,0.803873,27.489796,15.754386,922591,922591,4972941,4681080,4681080,26.89,26.9,1100,1800,19856613376,23.47,31.74,2.3264925,27.751,27.93875,0.915,0.033901446,USD,34089455616,0.08998,736330573,737068032,10353816,13166141,1682640000,1685491200,0.0139999995,0.00053,0.73432,1.97,0.0161,0,19.039,1.4149903,1672444800,1703980800,1680220800,0.044,724000000,0.98,1.71,0.99,10000:9314,1433203200,3.994,12.365,0.044100523,0.1712712,0.24,1686182400,NYQ,EQUITY,PPL,PPL,PPL Corporation,PPL Corporation,322151400,America/New_York,EDT,050761d8-d320-3128-b499-0287d187f09a,finmb_185508,-14400000,26.94,34.0,28.0,31.45,32.0,2.1,buy,11,460000000,0.624,2756999936,14652999680,0.829,1.225,8535000064,104.396,11.591,0.025409998,0.05204,2887000000,-653625024,1658000000,0.042,0.355,0.35419,0.32301998,0.17247,USD,1.4817
