,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,751 Broad Street,Newark,NJ,07102,United States,973 802 6000,https://www.prudential.com,Insurance—Life,Insurance—Life,Financial Services,39583,2,4,1,1,1,1685577600,1672444800,86400,2,87.03,86.05,83.67,86.1974,87.03,86.05,83.67,86.1974,5.0,0.0575,1684713600,3.6466,4.79,1.386267,63.864662,6.4988527,768105,768105,2333453,2428330,2428330,85.02,85.04,900,800,31003101184,75.37,110.96,0.48771554,83.333,93.75465,4.85,0.05572791,USD,38119948288,0.00813,364197000,365000000,6323437,7107367,1682640000,1685491200,0.0173,0.00145,0.59101003,2.63,0.0174,0,85.784,0.9901614,1672444800,1703980800,1680220800,481000000,1.33,13.07,-1.77,0.6,325.812,-0.07316291,0.1712712,1.25,1684713600,NYQ,EQUITY,PRU,PRU,"Prudential Financial, Inc.","Prudential Financial, Inc.",1008253800,America/New_York,EDT,e7888e2d-0c76-30a5-b916-8b298017a4d2,finmb_1038328,-14400000,84.94,103.0,68.0,89.38,89.0,3.1,hold,13,28871000064,79.099,117000000,34162999296,1.034,1.199,63567998976,105.289,171.852,-3.0000001e-05,0.01351,9948000000,-3244624896,6499999744,0.438,0.19569999,0.00184,-0.00052,USD,
