,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,PO Box 20706,Atlanta,GA,30320-6001,United States,404 715 2600,https://www.delta.com,Airlines,Airlines,Industrials,95000,6,3,8,3,4,1685577600,1672444800,86400,2,42.79,42.42,42.13,42.594,42.79,42.42,42.13,42.594,0.4,0.0093,1689292800,0.0,1.245774,14.286195,6.1582003,4402657,4402657,10589782,11913010,11913010,42.42,42.43,1200,1000,27270397952,27.2,43.16,0.50507283,35.6902,34.7838,0.0,0.0,USD,51900686336,0.035099998,648269271,642715008,25173067,25765859,1682640000,1685491200,0.0392,0.0032300001,0.6893,2.71,0.0442,0,9.618,4.41152,1672444800,1703980800,1680220800,1895000064,2.97,6.89,0.22,0.961,7.506,0.4239601,0.1712712,0.403,1582070400,NYQ,EQUITY,DAL,DAL,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",1178199000,America/New_York,EDT,e40ac152-3f13-3ca7-b78b-5f3b421c37a0,finmb_266311,-14400000,42.43,70.0,40.0,50.27,48.0,1.6,buy,15,6610999808,10.157,6914999808,30659999744,0.346,0.472,53993000960,489.776,84.562,0.04304,0.40967998,9680000000,1593874944,6826999808,0.365,0.20900999,0.12807,0.093660004,USD,0.3217
