,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5 Hanover Quay,Grand Canal Dock,Dublin,D02 VY79,Ireland,353 1 259 7013,https://www.aptiv.com,Auto Parts,Auto Parts,Consumer Cyclical,160000,4,8,9,8,9,1685577600,1672444800,86400,2,101.44,101.0,98.73,101.0,101.44,101.0,98.73,101.0,1580774400,0.0,2.016901,44.556053,16.39604,643105,643105,2133469,2645130,2645130,99.09,99.17,900,800,26877474816,77.96,124.88,1.4825679,98.2096,100.29995,0.0,0.0,USD,33608169472,0.03679,268829258,270505984,801,5015390,1682640000,1685491200,0.0,0.00428,0.98997,0.0,0.0,0,33.182,2.9943945,1672444800,1703980800,1680220800,0.82,604000000,2.23,6.06,0.71,1193:1000,1512432000,1.854,15.024,0.11853564,0.1712712,0.22,1580774400,NYQ,EQUITY,APTV,APTV,Aptiv PLC,Aptiv PLC,1321540200,America/New_York,EDT,aed566cb-3b02-3352-9d08-8fed8b11fea9,finmb_59502420,-14400000,99.36,157.0,81.0,125.14,130.0,2.1,buy,22,1100000000,4.066,2236999936,6978999808,1.113,1.714,18129000448,75.27,66.908,0.043270003,0.074310005,2646000000,395375008,1456000000,0.998,0.153,0.15539,0.12339,0.080419995,USD,1.0831
