,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Metropolitan Building,James Joyce Street,Dublin,D01 K0Y8,Ireland,353 1 266 6000,https://www.aon.com,Insurance Brokers,Insurance Brokers,Financial Services,50000,2,2,8,7,4,1685577600,1672444800,86400,2,329.38,327.45,327.08,331.765,329.38,327.45,327.08,331.765,2.46,0.0075,1682640000,0.17950001,0.83,0.895774,26.407053,20.355774,240024,240024,804825,723650,723650,328.74,329.12,900,800,67311312896,251.48,338.27,5.3084636,323.3758,304.32486,2.24,0.0068006557,USD,78467391488,0.20631,197401248,204246000,2085813,2184017,1682640000,1685491200,0.010199999,0.08442,0.88358,2.64,0.010299999,0,-0.342,1672444800,1703980800,1680220800,0.026,2616000000,12.48,16.19,2.53,3:2,926985600,6.188,20.115,0.29290307,0.1712712,0.615,1682640000,NYQ,EQUITY,AON,AON,Aon plc,Aon plc,328800600,America/New_York,EDT,8157ee25-2066-372a-b32b-76dac18cad86,finmb_119853,-14400000,329.56,360.0,318.0,335.79,334.5,2.9,hold,14,1174000000,5.748,3900999936,12238999552,0.239,1.075,12679999488,21101.725,60.554,0.06716,3.96887,5823000000,2368750080,3199000064,0.072,0.055,0.472,0.30765,0.28707,USD,2.1007
