,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2485 Augustine Drive,Santa Clara,CA,95054,United States,408 749 4000,https://www.amd.com,Semiconductors,Semiconductors,Technology,25000,8,6,5,3,5,1685577600,1672444800,86400,2,120.08,119.085,117.795,121.75,120.08,119.085,117.795,121.75,798940800,0.0,1.911971,657.6666,28.118765,32579503,32579503,68398408,83109280,83109280,118.34,118.46,800,1000,190634426368,54.57,132.83,8.264379,103.1568,81.5319,0.0,0.0,USD,190281252864,0.01712,1600764113,1610360064,36497332,27721747,1682640000,1685491200,0.0227,0.00453,0.73246,0.46,0.0228,0,33.993,3.4824817,1672444800,1703980800,1680307200,395000000,0.18,4.21,4.25,2:1,966902400,8.249,47.845,0.43310654,0.1712712,NMS,EQUITY,AMD,AMD,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc.",322151400,America/New_York,EDT,48af4341-f745-363f-945f-a838eeabb062,finmb_168864,-14400000,118.38,200.0,60.0,130.4,138.0,2.1,buy,35,5938999808,3.688,3976999936,2848000000,1.518,2.381,23067000832,5.207,14.279,0.00156,0.0071799997,12051000000,3762500096,3056000000,-0.091,0.50769,0.17241,0.00728,USD,1.9473
