,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1437 South Boulder Avenue,Suite 1400,Tulsa,OK,74119,United States,918 742 5531,https://www.hpinc.com,Oil & Gas Drilling,Oil & Gas Drilling,Energy,8000,4,5,1,1,2,1685577600,1672444800,86400,2,34.61,34.33,33.4,34.26,34.61,34.33,33.4,34.26,1.94,0.0561,1692144000,0.48509997,6.06,1.652112,11.11221,8.113253,429853,429853,1566753,1707270,1707270,33.7,33.7,800,900,3454036736,30.41,54.45,1.2934413,33.848,41.96515,1.0,0.028893383,USD,3848422144,0.12151,98946870,102585000,5084055,6478677,1682640000,1685491200,0.0496,0.03118,0.96679,3.33,0.0728,0,26.864,1.2533501,1664496000,1696032000,1680220800,318585984,3.03,4.15,0.05,2:1,1152489600,1.441,4.94,-0.15316856,0.1712712,0.485,1684281600,NYQ,EQUITY,HP,HP,"Helmerich & Payne, Inc.","Helmerich & Payne, Inc.",340464600,America/New_York,EDT,e6fc8ce1-07f2-3df0-955f-021a391514ce,finmb_278341,-14400000,33.67,65.0,33.0,46.8,44.0,2.4,buy,15,244762000,2.386,779102016,542734016,1.862,2.428,2670424064,19.694,25.444,0.056220002,0.1176,632355000,157796880,541270976,0.645,0.37668,0.29174998,0.14653,USD,0.0455
