,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2600 ANSYS Drive,Canonsburg,PA,15317,United States,844 462 6797,724 514 9494,https://www.ansys.com,Software—Application,Software—Application,Technology,5900,1,2,5,6,2,1685577600,1672444800,86400,2,334.37,329.86,328.62,336.035,334.37,329.86,328.62,336.035,0.0,1.244366,52.52107,34.163136,129126,129126,460033,514520,514520,329.47,329.8,800,800,28629211136,194.23,339.55,13.316389,314.769,270.9068,0.0,0.0,USD,29356599296,0.25738,86415220,86661296,847471,737118,1682640000,1685491200,0.0098,0.00358,0.9657,1.66,0.0125,0,55.186,5.9862556,1672444800,1703980800,1680220800,0.417,553344000,6.29,9.67,4.65,2:1,1181001600,13.655,38.268,0.42085576,0.1712712,NMS,EQUITY,ANSS,ANSS,"ANSYS, Inc.","ANSYS, Inc.",835277400,America/New_York,EDT,751c4a0c-cc21-3335-8d5e-46c0d38471bd,finmb_24893,-14400000,330.3575,392.0,280.0,328.71,330.0,2.3,buy,14,507854016,5.86,767132032,887502016,2.029,2.126,2149923072,18.558,24.711,0.064780004,0.12100001,1884284000,594862976,680833024,0.42,0.198,0.91543996,0.35682,0.30212,USD,4.5569
