,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Building 100,207 High Point Drive,Victor,NY,14564,United States,585-678-7100,https://www.cbrands.com,Beverages—Wineries & Distilleries,Beverages—Wineries & Distilleries,Consumer Defensive,10700,10,10,2,8,9,1685577600,1703980800,86400,2,246.03,245.86,244.36,246.95,246.03,245.86,244.36,246.95,3.56,0.0145000005,1683072000,1.44,1.032746,18.498108,186484,186484,1132248,1074490,1074490,244.73,244.91,900,800,44780195840,208.12,261.32,4.7373414,232.7128,232.34865,3.2,0.013006544,USD,58227462144,-0.00751,166523045,183232000,2498846,2794167,1682640000,1685491200,0.0136,0.14553,0.76426005,2.02,0.014199999,2248710,45.926,5.3207335,1677542400,1709078400,1677542400,-0.436,-71000000,-0.1,13.21,2.18,2:1,1116201600,6.16,17.645,0.04720354,0.1712712,0.89,1683072000,NYQ,EQUITY,STZ,STZ,"Constellation Brands, Inc.","Constellation Brands, Inc.",700842600,America/New_York,EDT,16c070ad-8526-3e04-8ec0-b53f8aecbb2b,finmb_258589,-14400000,244.36,295.0,220.0,263.48,265.0,2.0,buy,21,133500000,0.729,3299899904,12960100352,0.407,1.178,9452600320,148.388,49.093,0.072069995,-0.0037,815174976,2756900096,-0.417,-0.05,0.5051,0.3491,0.30816,USD,2.329
