,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1000 Remington Boulevard,Suite 120,Bolingbrook,IL,60440,United States,630 410 4800,https://www.ulta.com,Specialty Retail,Specialty Retail,Consumer Cyclical,18500,3,2,7,9,6,1685577600,1672444800,86400,2,447.91,447.77,442.99,452.0,447.91,447.77,442.99,452.0,1331856000,0.0,1.328521,18.244368,16.710882,307903,307903,935012,1115160,1115160,445.94,446.64,1100,800,22178893824,360.58,556.6,2.112891,492.1554,472.1965,0.0,0.0,USD,23568570368,0.119849995,49705475,49801600,2424376,2034376,1682640000,1685491200,0.048699997,0.0014300001,0.96730006,1.88,0.0554,0,40.416,11.019027,1674864000,1706400000,1682726400,0.047,1258064000,24.41,26.65,1.28,2.245,12.547,0.11625874,0.1712712,1.0,1331856000,NMS,EQUITY,ULTA,ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",1193319000,America/New_York,EDT,bb6011bf-c32c-3377-b48d-d3d3affbbc53,finmb_35929,-14400000,445.345,640.0,350.0,536.45,540.0,2.2,buy,22,636449024,12.78,1878439936,1898388992,0.506,1.644,10496942080,94.07,206.313,0.19770001,0.66853,805242496,1360513024,0.092,0.123,0.4348,0.17895001,0.15652001,USD,1.8515
