,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1211 Avenue of the Americas,New York,NY,10036,United States,212 852 7000,https://www.foxcorporation.com,Entertainment,Entertainment,Communication Services,10600,2,6,6,10,10,1685577600,1672444800,86400,2,33.64,33.54,32.98,33.69,33.64,33.54,32.98,33.69,0.5,0.0149,1677542400,0.2336,0.861308,15.4883175,10.555733,1323640,1323640,3909067,4796620,4796620,33.1,33.11,900,1000,16229482496,28.015,37.26,1.0882045,32.4864,32.34615,0.5,0.014863258,USD,21317007360,0.078449994,398885698,269056992,18378417,19612619,1682640000,1685491200,0.0364,0.01672,1.032,4.36,0.1007,0,20.124,1.6470383,1656547200,1688083200,1680220800,1170000000,2.14,3.14,1.0,1.429,6.643,0.033169508,0.1712712,0.25,1677542400,NMS,EQUITY,FOXA,FOXA,Fox Corporation,Fox Corporation,1552397400,America/New_York,EDT,988101dd-4716-3ab5-b819-816698ffba57,finmb_546623668,-14400000,33.145,44.0,28.0,35.75,35.0,2.8,hold,20,4145999872,8.216,3208999936,8216999936,1.565,1.754,14913999872,78.594,27.517,0.07841,0.10912,4857000000,2488375040,2240000000,0.182,0.35457,0.21517,0.1868,USD,
