,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Eaton House,30 Pembroke Road,Dublin,D04 Y0C2,Ireland,353 1 637 2900,https://www.eaton.com,Specialty Industrial Machinery,Specialty Industrial Machinery,Industrials,92000,1,5,6,6,3,1685577600,1672444800,86400,2,191.26,189.59,189.26,192.75,191.26,189.59,189.26,192.75,3.44,0.018,1683244800,0.5141,2.65,1.114788,29.983622,20.64393,734256,734256,2105517,2392110,2392110,192.25,192.29,900,800,76608929792,122.5,197.49,3.5811954,172.9226,160.81766,3.29,0.017201716,USD,85010235392,0.12004,396993642,398512992,5992159,4034067,1682640000,1685491200,0.015,0.0026699998,0.84014,2.83,0.0150999995,0,43.776,4.3904195,1672444800,1703980800,1680220800,0.199,2568000000,6.41,9.31,2.39,2:1,1298937600,3.974,20.494,0.5162518,0.1712712,0.86,1683244800,NYQ,EQUITY,ETN,ETN,"Eaton Corporation, PLC",Eaton Corporation plc,76253400,America/New_York,EDT,d915d9d9-a9db-3687-8919-cdbdb89be5d8,finmb_175265,-14400000,192.195,230.0,159.0,197.0,198.0,2.2,buy,17,524000000,1.315,4148000000,9262000128,0.824,1.501,21391998976,52.971,53.678,0.056560002,0.15067,6887000000,2019750016,2825999872,0.195,0.132,0.33643,0.19389999,0.14959,USD,2.3738
