,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Travel Services,Consumer Cyclical,38900,10,7,10,3,10,1685577600,1672444800,86400,2,19.13,19.17,18.94,19.33,19.13,19.17,18.94,19.33,0.0,2.488732,12.333334,5239081,5239081,14309072,17065400,17065400,19.28,19.29,1200,1400,8160934400,10.47,19.77,1.3283292,14.6156,14.78795,0.0,0.0,USD,21188143104,-0.23544,421611665,424164992,44192868,41772375,1682640000,1685491200,0.1042,0.00479,0.6261,2.94,0.1181,0,-0.235,1672444800,1703980800,1680220800,-1446515968,-3.37,1.56,-0.19,3.449,-773.403,0.66782916,0.1712712,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,330137cb-a0bf-399d-bab9-d43e5b2fb4f3,finmb_4180463,-14400000,19.24,32.0,12.0,17.29,16.5,2.5,buy,14,700600000,1.652,-27396000,13774464000,0.168,0.289,6143758848,14.593,-0.02834,-2.05463,576674000,-401800256,1084364032,2.491,0.21675,-0.00446,-0.13878,USD,
