,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4 Corporate Drive,Suite 401,Delaware,DE,01810,United States,339-240-3330,https://www.oncorus.com,Biotechnology,Biotechnology,Healthcare,64,9,9,8,8,9,1685577600,1672444800,86400,4,0.1318,0.1362,0.1121,0.15,0.1318,0.1362,0.1121,0.15,0.0,2.847576,-0.16901408,8755074,8755074,4334070,24597390,24597390,0.1212,0.1226,29200,1800,3131376,0.067,1.7,0.25656,0.48167,0.0,0.0,USD,27706300,0.0,15304367,26094800,447723,164409,1682640000,1685491200,0.0172,0.12693,0.55291003,0.74,0.0196,0,1.193,0.10058676,1672444800,1703980800,1680220800,-90541000,-5.54,-0.71,-0.398,-0.89606297,0.1712712,NCM,EQUITY,ONCR,ONCR,"Oncorus, Inc.","Oncorus, Inc.",1601645400,America/New_York,EDT,292330ee-c2bd-373d-995d-ccedc1ba86af,finmb_330873711,-14400000,0.12,5.0,5.0,5.0,5.0,3.0,hold,1,44982000,1.724,-69700000,69249000,1.446,1.5,222.515,-0.3224,-1.24558,-53753752,-55698000,0.0,0.0,0.0,USD,
