,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2100 McKinney Avenue,Suite 1250,Dallas,TX,75201,United States,214 979 6100,https://www.cbre.com,Real Estate Services,Real Estate Services,Real Estate,115000,2,2,3,3,1,1685577600,1672444800,86400,2,77.81,77.29,76.45,77.99,77.81,77.29,76.45,77.99,1674172800,0.0,1.364084,22.19942,13.311958,483625,483625,1908974,1555350,1555350,76.68,76.77,800,800,23875004416,66.31,89.58,0.7724932,74.6014,76.58285,0.0,0.0,USD,28065093632,0.03663,301131462,310832000,9619534,7728981,1682640000,1685491200,0.0309,0.0054400004,0.99039,4.78,0.0372,0,25.908,2.9647212,1672444800,1703980800,1680220800,-0.702,1131965056,3.46,5.77,1.47,3:1,1149206400,0.908,14.674,0.09529841,0.1712712,NYQ,EQUITY,CBRE,CBRE,CBRE Group Inc,"CBRE Group, Inc.",1086874200,America/New_York,EDT,0d5e0220-0b35-3f33-95ee-5a09890d063e,finmb_4204816,-14400000,76.81,101.0,80.0,88.57,88.0,2.2,buy,7,1231325056,4.058,1912512000,4904791040,0.829,1.038,30906427392,56.752,97.359,0.03762,0.12862,6622158000,1005006016,1277837952,-0.681,0.011,0.20915002,0.061880004,0.04107,USD,1.4605
