,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,300 Park Avenue,New York,NY,10022-7499,United States,212 310 2000,https://www.colgatepalmolive.com,Household & Personal Products,Household & Personal Products,Consumer Defensive,33800,2,5,8,1,2,1685577600,1672444800,86400,2,77.78,77.94,77.675,78.53,77.78,77.94,77.675,78.53,1.92,0.0247,1689811200,0.9843,2.38,0.485915,40.769634,22.702623,1551974,1551974,5111125,4191230,4191230,77.87,77.88,1000,800,64598462464,67.84,83.81,3.5226557,77.6292,75.5431,1.88,0.024170738,USD,72718811136,0.087139994,780009795,829568000,12426612,12678203,1682640000,1685491200,0.015,0.00089,0.82242996,2.11,0.015,0,-0.007,1672444800,1703980800,1680220800,-0.335,1598000000,1.91,3.43,3.54,2:1,1368662400,3.965,18.859,0.01726389,0.1712712,0.48,1681948800,NYQ,EQUITY,CL,CL,Colgate-Palmolive Company,Colgate-Palmolive Company,105197400,America/New_York,EDT,5bc574a4-7246-3122-8168-69b32a6aa6f0,finmb_53837907,-14400000,77.87,96.0,67.0,84.31,84.9,2.6,hold,19,1143000064,1.378,3856000000,8906999808,0.615,1.231,18338000896,2095.765,21.985,0.13015,3.08413,10248000000,1443374976,2904999936,-0.322,0.084,0.56646997,0.21027,0.18110001,USD,2.8206
