,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,160 S. Industrial Blvd.,Calhoun,GA,30701,United States,706 629 7721,https://www.mohawkind.com,"Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances",Consumer Cyclical,40900,5,1,4,2,2,1685577600,1672444800,86400,2,100.9,100.64,99.32,101.205,100.9,100.64,99.32,101.205,0.0,1.281338,8.709414,195144,195144,586230,682380,682380,100.52,100.78,800,800,6422406144,87.02,137.41,0.55713177,97.577,101.6617,0.0,0.0,USD,9440867328,-0.012130001,53086490,63679600,1209672,1330570,1682640000,1685491200,0.019,0.17161,0.80210996,2.19,0.0229,0,127.192,0.79293513,1672444800,1703980800,1680307200,-0.673,-139844000,-2.13,11.58,-1.82,3:2,881280000,0.819,6.14,-0.16216892,0.1712712,NYQ,EQUITY,MHK,MHK,"Mohawk Industries, Inc.","Mohawk Industries, Inc.",702138600,America/New_York,EDT,ce58e97c-879c-3398-90af-3b1ff0e19d91,finmb_31670,-14400000,100.855,140.0,95.0,117.31,115.0,3.1,hold,13,722857984,11.351,1537504000,3732221952,0.836,1.827,11527624704,46.044,181.395,0.03917,-0.017,3014243000,222536000,871475008,-0.667,-0.069,0.25015,0.13338,0.07925,USD,
