,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8000 South Federal Way,Boise,ID,83716-9632,United States,208 368 4000,208 368 4617,https://www.micron.com,Semiconductors,Semiconductors,Technology,48000,2,2,9,1,1,1685577600,1672444800,86400,2,67.66,67.315,65.77,67.62,67.66,67.315,65.77,67.62,0.46,0.0068,1680739200,0.3156,1.388028,47.625896,110.33332,6434621,6434621,19063795,16185860,16185860,66.39,66.37,1000,1000,72448614400,48.43,74.77,3.1413352,64.4076,58.20885,0.46,0.006798699,USD,76172722176,0.06985,1090815684,1094390016,29606600,25920841,1682640000,1685491200,0.0271,0.00279,0.84200996,1.57,0.0271,0,43.197,1.5325139,1661990400,1693526400,1677715200,1611000064,1.39,0.6,0.43,2:1,957225600,3.303,7.9,0.19119716,0.1712712,0.115,1680739200,NMS,EQUITY,MU,MU,"Micron Technology, Inc.","Micron Technology, Inc.",454944600,America/New_York,EDT,e5919ba9-cf2e-303b-9bc9-8334a7f64daa,finmb_289030,-14400000,66.2,100.0,45.0,71.57,70.0,2.3,buy,29,10817999872,9.885,9642000384,12944000000,2.492,4.167,23062999040,27.391,21.005,0.01993,0.03388,13898000000,-3046625024,8901000192,-0.526,0.27507,0.41807,0.09001,USD,
