,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,145 Broadway,Cambridge,MA,02142,United States,617 444 3000,617 444 3001,https://www.akamai.com,Software—Infrastructure,Software—Infrastructure,Technology,9960,9,2,3,9,7,1685577600,1672444800,86400,2,91.5,91.1999,90.25,91.91,91.5,91.1999,90.25,91.91,0.0,0.802464,29.881578,14.419046,374258,374258,1444904,1528050,1528050,90.73,90.75,800,800,13826029568,70.65,98.81,3.8101828,85.5296,84.5879,0.0,0.0,USD,16401812480,0.13432,149354413,152202000,10348955,9581873,1682640000,1685491200,0.068,0.01758,0.95281,6.43,0.0787,0,27.309,3.3263757,1672444800,1703980800,1680220800,-0.272,487401984,3.04,6.3,1.99,4.52,14.622,0.009376764,0.1712712,NMS,EQUITY,AKAM,AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",941203800,America/New_York,EDT,349ac0eb-b982-3d38-abe9-be5d74e7cfe5,finmb_24522,-14400000,90.84,115.0,75.0,95.49,94.0,2.7,hold,16,751913024,4.94,1121734016,3227232000,1.743,2.03,3628705024,77.367,22.985,0.05343,0.115059994,2237817000,760868352,1285724032,-0.244,0.013,0.6125,0.30913,0.1942,USD,1.4088
