,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,410 Terry Avenue North,Seattle,WA,98109-5210,United States,206 266 1000,https://www.aboutamazon.com,Internet Retail,Internet Retail,Consumer Cyclical,1541000,4,10,10,2,10,1685577600,1672444800,86400,2,125.49,124.97,124.5,127.25,125.49,124.97,124.5,127.25,0.0,1.257042,306.21927,48.66275,24657685,24657685,62091466,60176980,60176980,125.53,125.53,800,1100,1288192131072,81.43,146.57,2.4541807,112.3758,104.26945,0.0,0.0,USD,1401713721344,0.00818,8985402139,10260400128,74822746,61476248,1682640000,1685491200,0.0073,0.09733,0.60428,1.15,0.0097,0,15.064,8.334433,1672444800,1703980800,1680220800,4294000128,0.41,2.58,1.1,20:1,1654473600,2.67,24.508,0.15467429,0.1712712,NMS,EQUITY,AMZN,AMZN,"Amazon.com, Inc.","Amazon.com, Inc.",863703000,America/New_York,EDT,261fd26b-0151-3813-b0d0-97e4ed4c6505,finmb_18749,-14400000,125.5499,165.0,90.0,136.45,135.0,1.8,buy,44,64405000192,6.277,57194000384,178546999296,0.689,0.923,524896993280,115.545,51.416,0.01906,0.029760001,225152000000,9030625280,54329999360,0.094,0.44728002,0.10896,0.02542,USD,4.4563
