,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,150 North Radnor-Chester Road,Suite A305,Radnor,PA,19087,United States,484 583 1400,https://www.lfg.com,Insurance—Life,Insurance—Life,Financial Services,11316,10,7,9,1,8,1685577600,1672444800,86400,2,24.37,24.17,23.56,24.175,24.37,24.17,23.56,24.175,1.8,0.0739,1688688000,3.36,1.75,2.9912934,738991,738991,3504441,2796990,2796990,24.1,24.12,900,1200,4077893888,18.5,54.59,0.22832553,21.477,32.60305,1.8,0.0738613,USD,5457144320,-0.25778,168344601,169559008,8114623,7663425,1682640000,1685491200,0.0479,0.0063899998,0.82515,2.19,0.0546,0,33.892,0.709607,1672444800,1703980800,1680220800,-4629000192,-26.87,8.04,0.44,2:1,930009600,0.306,-1.885,-0.5008193,0.1712712,0.45,1680739200,NYQ,EQUITY,LNC,LNC,Lincoln National Corporation,Lincoln National Corporation,322151400,America/New_York,EDT,212ca1c9-a75a-3392-97fd-578e2647b5b7,finmb_867423,-14400000,24.05,31.0,16.0,24.0,25.0,3.1,hold,12,7110000128,41.932,-2895000064,7448999936,1.129,5.143,17859999744,110.651,105.16,-0.0051499996,-0.4294,-1727000000,-4848750080,2785999872,-0.192,-0.16360001,-0.16209,-0.16361,USD,
