,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Monster Way,Corona,CA,92879,United States,951 739 6200,https://www.monsterbevcorp.com,Beverages—Non-Alcoholic,Beverages—Non—Alcoholic,Consumer Defensive,4607,10,9,7,5,9,1685577600,1672444800,86400,2,58.45,58.6,58.23,58.98,58.45,58.6,58.23,58.98,0.0,0.860915,47.954918,32.68436,932030,932030,4113785,4060920,4060920,58.39,58.4,800,800,61237772288,42.805,60.47,9.433669,56.864,51.046776,0.0,0.0,USD,58162651136,0.19947,754218750,1046710016,9774950,10942657,1682640000,1685491200,0.0093,0.28024998,0.67733,2.02,0.0149,0,7.066,8.279791,1672444800,1703980800,1680220800,0.351,1294865024,1.22,1.79,1.48,2:1,1679961600,8.96,33.547,0.286878,0.1712712,0.005208,658022400,NMS,EQUITY,MNST,MNST,Monster Beverage Corporation,Monster Beverage Corporation,502986600,America/New_York,EDT,6b31f8c1-8ccb-3c8c-9326-266a7e7a5d4c,finmb_343729,-14400000,58.505,67.0,51.5,61.36,61.5,2.2,buy,22,3055687936,2.919,1733746048,38026000,3.575,4.459,6491405824,0.514,6.182,0.12259,0.18158,3174567000,857945152,1312525056,0.407,0.119,0.50771,0.26708,0.25731,USD,1.934
