,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2025 Hamilton Avenue,San Jose,CA,95125,United States,408 376 7108,https://www.ebayinc.com,Internet Retail,Internet Retail,Consumer Cyclical,11600,3,2,7,3,2,1685577600,1672444800,86400,2,45.06,44.93,44.615,45.48,45.06,44.93,44.615,45.48,1.0,0.0222,1685491200,0.8667,1.35176,43.076923,9.824561,1498682,1498682,4689554,5489350,5489350,44.8,44.81,1300,800,23956217856,35.92,52.23,2.4390366,44.4338,43.5776,0.91,0.020195296,USD,25455710208,0.06506,532723236,534736992,14960277,14648311,1682640000,1685491200,0.027999999,0.0026699998,0.91219,3.31,0.0317,0,10.05,4.457711,1672444800,1703980800,1680220800,634000000,1.04,4.56,1.35,2376:1000,1437350400,2.592,9.183,0.06550014,0.1712712,0.25,1685491200,NMS,EQUITY,EBAY,EBAY,eBay Inc.,eBay Inc.,906643800,America/New_York,EDT,6cf6bfa4-6efa-3ac5-bd50-e46cbdb24cb5,finmb_27862,-14400000,44.8,60.0,34.0,48.92,49.0,2.7,hold,25,6870000128,12.853,2772000000,8240999936,2.405,2.682,9822000128,152.979,18.005,0.06808,0.10192,7115000000,1811374976,2481999872,0.011,0.72602,0.28222,0.23833999,USD,2.5968
