,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4582 South Ulster Street,Suite 1700,Denver,CO,80237-2632,United States,(303) 224-7900,https://www.aimco.com,REIT—Residential,REIT—Residential,Real Estate,62,8,2,1,7,4,1685577600,1672444800,86400,2,8.27,8.2,8.07,8.195,8.27,8.2,8.07,8.195,1663027200,0.0,1.526671,21.25,31.057693,258854,258854,1249491,898370,898370,8.07,8.08,1400,1200,1200074112,5.78,9.79,6.4828568,8.1422,7.79075,0.0,0.0,USD,2460084992,0.3171,117148219,148616000,7716007,8426152,1682640000,1685491200,0.0519,0.09337,0.91346,4.66,0.0727,0,3.675,2.197279,1672444800,1703980800,1680220800,57727000,0.38,0.26,9295:1000,1607990400,13.289,32.185,0.40885866,0.1712712,0.02,1663027200,NYQ,EQUITY,AIV,AIV,Apartment Investment and Manage,Apartment Investment and Management Company,774883800,America/New_York,EDT,3a696100-e6c8-36c5-83be-2a2acaf0548d,finmb_688391455,-14400000,8.075,40.0,40.0,40.0,40.0,1.0,strong_buy,1,226656992,1.525,76436000,1213646976,2.622,3.482,185115008,156.422,1.247,0.00262,0.10937,119131000,-171187008,203320000,-0.116,0.62145,0.41291,0.054109998,USD,
