,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,601 Riverside Avenue,Jacksonville,FL,32204,United States,904 438 6000,https://www.fisglobal.com,Information Technology Services,Information Technology Services,Technology,69000,5,2,9,6,5,1685577600,1672444800,86400,2,54.78,54.2,53.45,54.39,54.78,54.2,53.45,54.39,2.08,0.0385,1686182400,1.43,0.829225,8.335384,955677,955677,5342109,5916650,5916650,54.16,54.17,1000,800,32098236416,48.57,105.16,2.206671,55.4058,66.52255,1.93,0.035231836,USD,50577760256,-1.14808,589744480,592432000,8422304,8788529,1682640000,1685491200,0.014199999,0.00319,0.93904,1.85,0.0143,0,45.772,1.183693,1672444800,1703980800,1680220800,0.167,-16700000256,-27.64,6.5,4.5,3.477,12.294,-0.4107777,0.1712712,0.52,1686182400,NYQ,EQUITY,FIS,FIS,Fidelity National Information S,"Fidelity National Information Services, Inc.",993043800,America/New_York,EDT,4f10e208-f47b-3b4d-b5a5-e6f115a6df1a,finmb_10081196,-14400000,54.18,167.0,53.0,75.57,70.0,2.2,buy,26,1871000064,3.16,4113999872,20011999232,0.396,0.745,14545999872,73.834,24.264,0.0159,-0.44912,5708000000,2924999936,3675000064,0.202,0.005,0.39867002,0.28283,0.12443,USD,0.8918
