,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,410 North Scottsdale Road,Suite 1300,Tempe,AZ,85288,United States,602 742 2000,https://www.aligntech.com,Medical Devices,Medical Devices,Healthcare,23035,8,3,9,8,8,1685577600,1672444800,86400,2,330.29,327.02,320.53,328.335,330.29,327.02,320.53,328.335,0.0,1.580985,81.15384,32.836346,194718,194718,742095,647460,647460,326.35,326.83,800,800,25024884736,172.05,368.87,6.7551517,314.6722,264.10245,0.0,0.0,USD,24515534848,0.08505,71949654,76517000,2606102,2308539,1682640000,1685491200,0.0341,0.06482,0.90094,3.75,0.0385,0,45.481,7.1909146,1672444800,1703980800,1680220800,-0.346,315072992,4.03,9.96,0.92,6.618,33.846,0.43411052,0.1712712,NMS,EQUITY,ALGN,ALGN,"Align Technology, Inc.","Align Technology, Inc.",980865000,America/New_York,EDT,9e9b4176-3211-32f0-9c92-47cd8723fc54,finmb_24568,-14400000,327.05,420.0,225.0,359.3,370.0,2.2,buy,10,884027008,11.553,724316032,126778000,0.954,1.163,3704562944,3.643,47.656,0.06251,0.08817001,2636675000,531445632,738129024,-0.329,-0.031,0.69859004,0.19552,0.15989,USD,2.7621
