,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1020 Hull Street,3rd Floor,Baltimore,MD,21230-2080,United States,410 468 2512,https://www.underarmour.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,7600,3,4,4,10,7,1685577600,1640908800,86400,2,7.83,7.81,7.505,7.85,7.83,7.81,7.505,7.85,0.0,1.61514,8.982143,11.7890625,2368934,2368934,6881690,6884190,6884190,7.54,7.55,2200,4000,3220047616,6.38,13.05,0.54543465,8.109,9.01425,0.0,0.0,USD,4290458368,0.065510005,386456250,188704992,13091868,16828822,1682640000,1685491200,0.0294,0.00283,0.84503996,1.55,0.077800006,0,4.496,1.6781584,1680220800,1711843200,1680220800,386768992,0.84,0.64,5.95,2:1,1460073600,0.727,10.133,-0.11724913,0.1712712,NYQ,EQUITY,UAA,UAA,"Under Armour, Inc.","Under Armour, Inc.",1132324200,America/New_York,EDT,0bda9ecc-1494-3509-90b4-b9dd33795f85,finmb_8740684,-14400000,7.545,15.0,7.0,10.5,10.25,2.4,buy,20,711910016,1.601,423431008,1521181056,1.084,2.181,5903635968,76.12,13.078,0.03837,0.20753,-211300368,-9914000,0.075,0.44876,0.07172,0.048410002,USD,1.3571
