,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,650 Madison Avenue,New York,NY,10022,United States,212 318 7000,https://www.ralphlauren.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,14900,6,9,8,10,10,1685577600,1672444800,86400,2,123.18,122.47,121.8801,124.11,123.18,122.47,121.8801,124.11,3.0,0.0247,1687996800,0.39580002,1.389436,16.354881,11.76186,342521,342521,939024,918140,918140,123.99,124.05,900,2200,8108220928,82.23,128.94,1.2583371,114.1904,108.39995,3.0,0.024354603,USD,9372754944,0.08112001,39722256,40523500,6902799,5645696,1682640000,1685491200,0.105500005,0.021459999,1.0981,6.87,0.2688,0,37.05,3.346019,1680307200,1711929600,1680307200,0.324,522700000,7.58,10.54,1.05,1.455,9.694,0.3365885,0.1712712,0.75,1680134400,NYQ,EQUITY,RL,RL,Ralph Lauren Corporation,Ralph Lauren Corporation,866122200,America/New_York,EDT,7f49bbe2-f0af-3edb-ac6c-ee353d3e204b,finmb_362220,-14400000,123.97,168.0,100.0,131.15,136.55,2.6,hold,14,1565699968,23.939,966899968,2881900032,1.436,2.226,6443599872,118.572,95.179,0.06428,0.21049,4181200000,112650000,411000000,0.466,0.012,0.64889,0.15005,0.115839995,USD,1.8118
