,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3100 Sanders Road,Suite 301,Northbrook,IL,60062,United States,847 498 7070,https://www.idexcorp.com,Specialty Industrial Machinery,Specialty Industrial Machinery,Industrials,8868,6,2,4,9,6,1685577600,1672444800,86400,2,209.75,206.89,204.39,208.465,209.75,206.89,204.39,208.465,2.56,0.012200001,1686182400,0.3109,1.11,0.992957,26.615934,22.754707,139077,139077,432400,503420,503420,204.76,204.99,800,1100,15529061376,173.89,246.23,4.7399616,209.805,219.02126,1.8,0.008581645,USD,16930443264,0.17908001,75320918,75576400,923395,919571,1682640000,1685491200,0.012200001,0.0025,1.0076699,1.99,0.0139999995,0,42.667,4.815783,1672444800,1703980800,1680220800,-0.001,586700032,7.72,9.03,2.06,3:2,1179792000,5.168,18.351,0.19007087,0.1712712,0.64,1686182400,NYQ,EQUITY,IEX,IEX,IDEX Corporation,IDEX Corporation,612797400,America/New_York,EDT,5b95523b-3a2c-3ce3-ae3e-6df8f9fbe858,finmb_29728,-14400000,205.475,275.0,200.0,231.66,230.0,2.1,buy,12,513900000,6.8,922600000,1591900032,1.952,3.099,3276199936,49.292,43.35,0.09312,0.19143999,1435400000,509962496,625600000,0.005,0.126,0.45034,0.28160998,0.24235001,USD,2.1443
