,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,PO Box 4030,NH353,Golden,CO,80401,United States,303 279 6565,https://www.molsoncoors.com,Beverages—Brewers,Beverages—Brewers,Consumer Defensive,16600,5,10,4,10,10,1685577600,1672444800,86400,2,66.28,66.31,66.2,66.83,66.28,66.31,66.2,66.83,1.64,0.024600001,1685577600,0.864788,14.54797,458693,458693,2220556,2564250,2564250,66.6,66.62,800,800,14409472000,46.69,68.13,1.3301828,61.6376,53.9331,1.55,0.023385637,USD,20987412480,-0.02348,193183775,200384000,8953119,6813574,1682640000,1685491200,0.0414,0.113520004,0.87978,3.27,0.0713,0,58.699,1.1351079,1672444800,1703980800,1680220800,-0.521,-254300000,-1.18,4.58,6.25,2:1,1191456000,1.937,13.181,0.26948857,0.1712712,0.41,1685577600,NYQ,EQUITY,TAP,TAP,Molson Coors Beverage Company,Molson Coors Beverage Company,171811800,America/New_York,EDT,fcd6420c-60a1-3418-a6de-745d6546d966,finmb_263765,-14400000,66.6297,75.0,54.0,65.44,66.0,2.8,hold,16,328200000,1.518,1592300032,6761099776,0.379,0.772,10832700416,52.334,49.984,0.02123,-0.01878,3655200000,877362496,1624700032,-0.527,0.059,0.32292,0.14699,0.083979994,USD,4.4375
