,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,110 West 44th Street,New York,NY,10036,United States,646 536 2842,https://www.take2games.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,11580,9,9,10,4,9,1685577600,1672444800,86400,2,138.64,138.64,137.61,139.41,138.64,138.64,137.61,139.41,0.0,0.680985,17.614014,504218,504218,1677296,1384670,1384670,138.33,138.4,900,1000,23413813248,90.0,141.96,4.376496,129.0838,115.9081,0.0,0.0,USD,25949007872,-0.21023001,157117853,169334000,5984960,7019740,1682640000,1685491200,0.0353,0.01789,0.99625,2.71,0.0355,0,53.538,2.5826519,1680220800,1711843200,1680220800,-1124700032,-7.1,7.85,0.86,3:2,1113264000,4.85,22.228,0.07656467,0.1712712,0.001,1222300800,NMS,EQUITY,TTWO,TTWO,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",861111000,America/New_York,EDT,c684de9e-6837-3ad1-bee4-863a7e546dff,finmb_371281,-14400000,138.27,165.0,104.0,149.85,155.0,2.0,buy,26,1014400000,5.991,1167399936,3487000064,0.482,0.651,5349899776,38.562,33.458,-0.02396,-0.17502001,1758599936,1100000,0.555,0.52892,0.21821,-0.080299996,USD,4.4013
