,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Gold,Basic Materials,14600,7,9,6,4,6,1685577600,1672444800,86400,2,43.83,43.09,42.58,43.2,43.83,43.09,42.58,43.2,1.6,0.0375,1685491200,2.47,0.348591,11.743169,3170434,3170434,8283569,7667430,7667430,43.0,43.01,1000,800,34157539328,37.45,66.24,2.9519954,45.6178,45.90695,1.9,0.043349303,USD,37629235200,-0.04546,793202248,794731008,20153068,16693029,1682640000,1685491200,0.0254,0.0010899999,0.81615996,2.42,0.0287,0,24.435,1.7589524,1672444800,1703980800,1680220800,-0.217,-552000000,-0.7,3.66,5:4,766972800,3.252,10.47,-0.3274513,0.1712712,0.4,1685491200,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,929aada3-7972-3cb7-8655-cc6532c8ea50,finmb_291795,-14400000,42.98,93.13,57.46,77.41,81.63,2.6,hold,3,3504000000,4.409,3593999872,6119000064,1.4,2.383,11571000320,31.285,14.568,0.02072,-0.024330001,4526000000,820499968,3007000064,-0.223,-0.114,0.35693002,0.31059998,0.11218,USD,
