,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,353 North Clark Street,Suite 3300,Chicago,IL,60654-4708,United States,877-483-6827,(312) 660-3800,https://www.ventasreit.com,REIT—Healthcare Facilities,REIT—Healthcare Facilities,Real Estate,451,7,4,5,6,5,1685577600,1672444800,86400,2,46.08,45.82,45.08,46.08,46.08,45.82,45.08,46.08,1.8,0.039,1688083200,4.79,1.210211,122.62162,362645,362645,2416625,2773440,2773440,45.34,45.36,1000,1100,18150359040,35.33,54.11,4.3490705,45.3902,45.2696,1.8,0.039062496,USD,31148943360,-0.016449999,398359574,400052000,7703070,6379858,1682640000,1685491200,0.019299999,0.00542,0.98521006,3.25,0.026600001,0,25.006,1.8143644,1672444800,1703980800,1680220800,-0.548,-68662000,-0.15,0.37,-14.62,8757:10000,1439856000,7.464,19.235,-0.050875366,0.1712712,0.45,1680220800,NYQ,EQUITY,VTR,VTR,"Ventas, Inc.","Ventas, Inc.",862839000,America/New_York,EDT,b2590703-54d6-3892-bd98-c2800f8ad26c,finmb_398549,-14400000,45.37,80.0,45.0,54.18,53.0,2.1,buy,17,145356992,0.363,1619393024,12532416512,0.33,0.423,4173388032,121.385,10.441,0.01475,-0.0058399998,1813583000,835894400,1088427008,-0.588,0.056,0.43445,0.38803002,0.13842,USD,
