,address1,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Thurgauerstrasse 34,Zurich,8050,Switzerland,41 44 316 1717,https://www.amcor.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,44000,10,3,2,9,8,1685577600,1672444800,86400,2,10.35,10.26,10.18,10.32,10.35,10.26,10.18,10.32,0.49,0.0473,1684800000,0.74160004,0.856262,15.715385,13.804054,1784035,1784035,7828041,8693780,8693780,10.2,10.21,800,4000,15030759424,9.53,13.37,1.0067488,10.4492,11.2777,0.487,0.047053136,USD,22270093312,0.06544,1464414981,1471440000,26130942,27389863,1682640000,1685491200,0.0178,0.00229,0.51007,3.11,0.0178,0,2.889,3.5358257,1656547200,1688083200,1680220800,-0.342,970000000,0.65,0.74,10.58,1.492,11.362,-0.13171142,0.1712712,0.123,1684800000,NYQ,EQUITY,AMCR,AMCR,Amcor plc,Amcor plc,1337088600,America/New_York,EDT,a664bbf5-809e-3649-bcb0-d71c5bb3a910,finmb_401715,-14400000,10.215,12.5,9.0,10.96,10.9,2.9,hold,8,571000000,0.388,1960000000,7561999872,0.591,1.268,14929999872,175.534,10.115,0.05065,0.22195,2820000000,707000000,1266000000,-0.331,-0.011,0.18733999,0.13128,0.09571,USD,
