,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1551 Wewatta Street,Denver,CO,80202,United States,720 778 4000,https://www.vfc.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,19800,1,1,10,8,9,1685577600,1703980800,86400,2,19.51,19.64,19.38,19.985,19.51,19.64,19.38,19.985,1.2,0.0615,1686268800,5.8387,3.43,1.492957,63.377743,8.019224,3895380,3895380,6753108,7095160,7095160,19.62,19.63,1800,800,7637161984,16.77,48.63,0.6576687,20.6738,27.16415,1.81,0.09277293,USD,14919180288,0.01021,385754454,388716992,22380464,16667758,1682640000,1685491200,0.057600003,0.0035100002,0.82182,2.97,0.0725,0,7.489,2.6234612,1680307200,1711929600,1680307200,118584000,0.31,2.45,5.76,1062:1000,1558569600,1.285,11.437,-0.5793445,0.1712712,0.3,1686268800,NYQ,EQUITY,VFC,VFC,V.F. Corporation,V.F. Corporation,322151400,America/New_York,EDT,4ed08eb7-9730-3e70-8326-3d82c893dbab,finmb_191328,-14400000,19.6471,38.0,18.0,24.7,24.0,2.6,hold,18,814886976,2.097,1304461952,8150972928,0.685,1.453,11612475392,280.034,29.947,0.04803,0.03682,-272109504,-655795008,-0.03,0.52542,0.11233,0.09043,USD,1.0901
