,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1050 Caribbean Way,Miami,FL,33132-2096,United States,305 539 6000,305 539 0562,https://www.rclinvestor.com,Travel Services,Travel Services,Consumer Cyclical,102400,6,7,8,9,9,1685577600,1672444800,86400,2,95.3,94.69,94.43,96.55,95.3,94.69,94.43,96.55,1583366400,0.0,2.439436,13.801439,1057491,1057491,3648072,4557270,4557270,96.44,96.45,900,1000,24530292736,31.09,96.67,2.2997606,75.4918,61.8014,0.0,0.0,USD,45366661120,-0.097200006,227917631,255736992,19227621,18493610,1682640000,1685491200,0.0752,0.13206,0.74808,4.93,0.109799996,0,11.151,8.601919,1672444800,1703980800,1680220800,-1036729984,-4.03,6.95,-0.13,2:1,902102400,4.253,25.464,1.5735891,0.1712712,0.78,1583366400,NYQ,EQUITY,RCL,RCL,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises Ltd.,736003800,America/New_York,EDT,f06da2c9-2269-3cbc-a872-62623dea5936,finmb_325643,-14400000,95.92,104.0,70.0,91.04,95.0,2.0,buy,13,1226871040,4.797,1781598976,22048026624,0.168,0.256,10666455040,728.759,41.801,0.0072000003,-0.2956,2375604000,1304846720,2320622080,1.724,0.34278,0.16702999,0.03553,USD,
