,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Market Street,Suite 400,San Francisco,CA,94105,United States,415 507 5000,https://www.autodesk.com,Software—Application,Software—Application,Technology,13700,4,2,5,3,2,1685577600,1703980800,86400,2,213.5,211.63,209.2719,214.0,213.5,211.63,209.2719,214.0,1111449600,0.0,1.530281,56.583557,25.080647,423802,423802,1439698,1665040,1665040,210.19,210.34,800,800,44866433024,165.01,235.01,8.790445,198.718,201.52135,0.0,0.0,USD,46183591936,0.16418,213316064,213726000,2984867,2337949,1682640000,1685491200,0.0139999995,0.00246,0.94644,2.03,0.0139999995,0,4.192,50.07753,1675123200,1706659200,1682812800,0.103,838000000,3.71,8.37,2.04,2:1,1103587200,9.049,42.487,0.27936244,0.1712712,0.015,1111449600,NMS,EQUITY,ADSK,ADSK,"Autodesk, Inc.","Autodesk, Inc.",488813400,America/New_York,EDT,6806dff3-3571-369c-b858-2ab23bccc502,finmb_119902,-14400000,209.925,265.0,180.0,230.34,230.25,2.1,buy,22,2131000064,9.971,1087000064,2684000000,0.627,0.722,5104000000,299.22,23.684,0.074,1.0620999,4583000000,1928375040,2360000000,0.118,0.085,0.91536003,0.21297,0.20101999,USD,1.2306
