,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,19300 International Boulevard,Seattle,WA,98188,United States,206 392 5040,https://www.alaskaair.com,Airlines,Airlines,Industrials,22978,8,1,5,1,2,1685577600,1672444800,86400,2,50.42,49.96,49.325,50.155,50.42,49.96,49.325,50.155,1581638400,0.0,1.523943,103.208336,6.9286714,324822,324822,1625667,1403860,1403860,49.41,49.44,900,1100,6336711168,37.2,53.96,0.62363064,44.6944,45.002,0.0,0.0,USD,7751270400,0.0058099995,127377568,127911000,4359032,4371177,1682640000,1685491200,0.0341,0.00301,0.84459996,3.19,0.038599998,0,28.992,1.7087473,1672444800,1703980800,1680220800,59000000,0.48,7.15,0.32,2:1,1404950400,0.763,8.749,0.24463093,0.1712712,0.375,1581638400,NYQ,EQUITY,ALK,ALK,"Alaska Air Group, Inc.","Alaska Air Group, Inc.",322151400,America/New_York,EDT,3b198114-06cb-3b50-b1bb-fdb850bdcafa,finmb_248501,-14400000,49.54,75.0,54.0,63.54,62.0,1.8,buy,12,2428999936,18.99,886000000,3731000064,0.57,0.638,10161000448,101.138,79.985,0.020569999,0.01611,2357000000,-16125000,1352999936,0.306,0.24722,0.0872,0.04616,USD,
