,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3280 Peachtree Road,Suite 2400,Atlanta,GA,30305,United States,770 449 0479,https://www.fleetcor.com,Software—Infrastructure,Software—Infrastructure,Technology,9900,1,10,10,2,9,1685577600,1672444800,86400,2,243.63,241.38,238.76,241.69,243.63,241.38,238.76,241.69,0.0,1.203521,18.939953,12.223658,198843,198843,566824,448460,448460,240.85,241.22,800,900,17815822336,161.69,246.95,5.033826,226.3502,202.3501,0.0,0.0,USD,23519037440,0.26876,71537218,73834200,1608123,1670023,1682640000,1685491200,0.0218,0.06039,0.92565,2.58,0.0254,0,39.039,6.18087,1672444800,1703980800,1680220800,-0.014,951209984,12.74,19.74,1.17,6.645,13.274,0.12697756,0.1712712,NYQ,EQUITY,FLT,FLT,"FleetCor Technologies, Inc.","FLEETCOR Technologies, Inc.",1292423400,America/New_York,EDT,1cc288bb-3360-3602-913d-8ffe37a874f9,finmb_28756,-14400000,241.295,270.0,230.0,250.64,250.0,2.1,buy,14,1280755968,17.346,1771864960,6811567104,0.795,1.025,3539220992,236.36,47.478,0.06526,0.32878,2662422000,837708992,1194715008,0.047,0.142,0.77524,0.50064,0.42498,USD,
