,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,929 Long Bridge Drive,Arlington,VA,22202,United States,703 465 3500,https://www.boeing.com,Aerospace & Defense,Aerospace & Defense,Industrials,156000,4,1,10,5,8,1685577600,1672444800,86400,2,219.99,218.89,212.26,219.2799,219.99,218.89,212.26,219.2799,1581552000,0.0,1.425352,40.63671,3985879,3985879,5428319,6944990,6944990,212.8,212.8,1400,800,127856771072,120.99,223.91,1.8125942,207.1044,186.7926,0.0,0.0,USD,172992561152,-0.05855,556720647,601593984,9019374,7749403,1682640000,1685491200,0.015,0.00088,0.59404,2.05,0.015,0,-25.792,1672444800,1703980800,1680220800,-4129999872,-6.95,5.23,-1.62,2:1,865814400,2.452,84.593,0.60870206,0.1712712,2.055,1581552000,NYQ,EQUITY,BA,BA,Boeing Company (The),The Boeing Company,-252322200,America/New_York,EDT,5fc810cf-6260-3df8-8b79-23b9964c53e6,finmb_370857,-14400000,212.53,291.0,180.0,235.43,238.5,2.1,buy,24,14766999552,24.546,2044999936,55390998528,0.294,1.164,70538002432,117.976,0.00044,5768000000,7129750016,6409999872,0.281,0.096829996,0.028989999,0.00135,USD,
