,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,121 Albright Way,Los Gatos,CA,95032,United States,408 540 3700,https://www.netflix.com,Entertainment,Entertainment,Communication Services,12800,10,10,10,6,10,1685577600,1672444800,86400,2,431.96,430.18,430.0,439.75,431.96,430.18,430.0,439.75,0.0,1.25845,47.532383,30.217724,2437528,2437528,7105822,8056390,8056390,435.4,435.62,800,1200,192495140864,169.7,448.65,6.032574,359.225,311.42804,0.0,0.0,USD,201150496768,0.13161,438468950,444540992,9135043,8396268,1682640000,1685491200,0.020499999,0.01344,0.83505994,1.38,0.0209,0,49.103,8.818605,1672444800,1703980800,1680220800,-0.183,4199597056,9.11,14.33,1.82,7:1,1436918400,6.304,35.117,1.5274122,0.1712712,NMS,EQUITY,NFLX,NFLX,"Netflix, Inc.","Netflix, Inc.",1022160600,America/New_York,EDT,1a1cddac-4d41-374d-b202-739314177b67,finmb_32012,-14400000,433.02,535.0,230.0,391.09,380.0,2.3,buy,35,7827504128,17.608,5727937024,16955846656,1.065,1.261,31909285888,77.679,71.711,0.07086,0.21333,12447265000,17384407040,3282158080,-0.184,0.037,0.38303003,0.17951,0.16846001,USD,2.1378
