,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,17450 College Parkway,Livonia,MI,48152,United States,313 274 7400,313 792 4177,https://masco.com,Building Products & Equipment,Building Products & Equipment,Industrials,19000,10,2,5,9,8,1685577600,1672444800,86400,2,55.5,55.22,55.075,55.93,55.5,55.22,55.075,55.93,1.14,0.020499999,1684972800,0.316,1.4,1.191549,15.685646,14.851303,550592,550592,1882085,2079420,2079420,55.81,55.84,1000,3200,12569171968,42.33,57.25,1.4860691,51.8472,50.23315,1.13,0.02036036,USD,15854412800,0.09648,224064372,225088992,6241217,7182905,1682640000,1685491200,0.0277,0.00322,0.99734,4.19,0.0313,0,-1.684,1672444800,1703980800,1680220800,-0.12,813000000,3.56,3.76,4.86,1138:1000,1435708800,1.874,10.927,0.17435467,0.1712712,0.285,1684972800,NYQ,EQUITY,MAS,MAS,Masco Corporation,Masco Corporation,322151400,America/New_York,EDT,da2095b2-87cd-3add-81d6-3933d7ec428d,finmb_181478,-14400000,55.8409,70.0,45.0,58.84,59.5,2.5,buy,16,510000000,2.266,1451000064,3612999936,0.911,1.56,8457999872,37.137,0.14844,2745000000,735875008,1100000000,-0.072,-0.101,0.32041,0.17155,0.15441,USD,2.3553
