,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7 World Trade Center,49th Floor 250 Greenwich Street,New York,NY,10007,United States,212 804 3900,https://www.msci.com,Financial Data & Stock Exchanges,Financial Data & Stock Exchanges,Financial Services,4846,6,5,6,8,7,1685577600,1672444800,86400,2,477.73,476.11,468.665,478.16,477.73,476.11,468.665,478.16,5.52,0.0116,1683763200,0.45099998,0.87,1.14014,43.4387,32.202007,236580,236580,511193,617710,617710,471.58,472.11,800,1000,37873790976,385.0,572.5,16.604969,487.8702,490.33105,4.92,0.010298704,USD,41832361984,0.38619998,77558218,80063400,573608,611461,1682640000,1685491200,0.0072000003,0.03097,0.92904,1.21,0.0083,0,-11.258,1672444800,1703980800,1680220800,0.045,880878016,10.89,14.69,2.78,18.341,31.593,0.19357896,0.1712712,1.38,1683763200,NYQ,EQUITY,MSCI,MSCI,MSCI Inc,MSCI Inc.,1195137000,America/New_York,EDT,a72e6d80-fb03-3f21-ac37-4b8f76f60804,finmb_7844318,-14400000,473.0475,600.0,470.0,544.07,543.5,2.5,buy,14,1080608000,13.497,1324120064,4664282112,1.425,1.498,2280870912,28.384,0.15832,1844257000,750055360,1115325952,0.068,0.058,0.82015,0.58053,0.54146,USD,2.7146
