,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,grossProfits,financialCurrency,trailingPegRatio
0,86400,2,245.27,242.33,240.55,243.215,245.27,242.33,240.55,243.215,17.839497,13.244921,1228805,1228805,3217814,3739660,3739660,240.81,240.9,800,800,124537487360,160.6,266.04,219.9676,221.29025,3.6,0.0146777015,USD,NYQ,EQUITY,CAT,CAT,"Caterpillar, Inc.",Caterpillar Inc.,-252322200,America/New_York,EDT,c01ae1a5-f122-325c-a567-5f86028b536a,finmb_259378,-14400000,241.19,300.0,175.0,237.96,237.5,2.7,hold,24,15565000000,USD,1.5301
