,address1,address2,city,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hadrian House,Wincomblee Road,Newcastle upon Tyne,NE6 3PL,United Kingdom,44 191 295 0303,https://www.technipfmc.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,20301,6,3,5,2,3,1685577600,1672444800,86400,2,14.72,14.61,14.6,14.925,14.72,14.61,14.6,14.925,1584921600,0.0,1.755281,14.895,1525639,1525639,4971140,4421660,4421660,14.9,14.91,1400,1100,6577081344,5.48,16.03,0.95847875,13.8498,12.3497,0.0,0.0,USD,8331507200,-0.00657,436546839,441563008,15874641,12448757,1682640000,1685491200,0.036,0.01193,1.0,2.6,0.0419,0,7.248,2.0550497,1672444800,1703980800,1680220800,-19200000,-0.05,1.0,-11.03,1344:1000,1613433600,1.214,13.303,1.1088824,0.1712712,0.096726,1584921600,NYQ,EQUITY,FTI,FTI,TechnipFMC plc,TechnipFMC plc,992611800,America/New_York,EDT,bd085b66-452a-38b1-9857-ffba9bf34194,finmb_1342651,-14400000,14.895,20.0,13.8,18.53,19.0,1.8,buy,19,546600000,1.238,626300032,2336399872,0.761,1.198,6862000128,72.051,15.343,0.01602,0.00166,896300000,229624992,295300000,0.104,0.13576001,0.09127,0.03672,USD,
