,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,201 Isabella Street,Pittsburgh,PA,15212-5872,United States,412 992 2500,https://www.arconic.com,Metal Fabrication,Metal Fabrication,Industrials,11550,4,2,1,1,1,1685577600,1672444800,86400,2,29.2,29.17,29.16,29.23,29.2,29.17,29.16,29.23,0.0,1.89241,11.110266,270666,270666,2248950,1256770,1256770,29.22,29.23,800,900,2931467264,16.33,30.68,0.33698902,27.3866,23.8498,0.0,0.0,USD,4496200192,-0.022880001,98875203,100324000,4541018,1875371,1682640000,1685491200,0.045300003,0.01437,0.94508004,1.1,0.0673,0,14.051,2.0795672,1672444800,1703980800,1680220800,-0.405,-199000000,-1.9,2.63,1.15,0.517,8.564,0.08873975,0.1712712,NYQ,EQUITY,ARNC,ARNC,Arconic Corporation,Arconic Corporation,1585747800,America/New_York,EDT,8df84e90-99ce-312c-882c-9b60221cf9c5,finmb_636201937,-14400000,29.22,26.0,21.0,23.5,23.5,3.0,hold,2,197000000,1.965,525000000,1766000000,0.667,1.524,8698999808,126.414,85.201,0.02865,-0.13387,929000000,158375008,402000000,-0.385,-0.12,0.10335,0.060349997,0.03391,USD,
