,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1099 Ameriprise Financial Center,Minneapolis,MN,55474,United States,612-671-3131,https://www.ameriprise.com,Asset Management,Asset Management,Financial Services,13500,4,5,7,5,5,1685577600,1672444800,86400,2,325.0,322.01,316.93,322.04,325.0,322.01,316.93,322.04,5.4,0.0166,1683244800,0.2604,2.15,1.459507,16.742323,9.716617,109755,109755,610391,513270,513270,320.63,320.97,800,1000,33859831808,219.99,357.46,2.3247395,304.6874,307.9919,5.0,0.015384615,USD,29224105984,0.14768,103778739,105279000,1291869,1054753,1682640000,1685491200,0.0124,0.00193,0.86176,2.07,0.0143,0,39.71,8.099219,1672444800,1703980800,1680220800,-0.495,2151000064,19.21,33.1,1.01,2.006,0.33965373,0.1712712,1.35,1683244800,NYQ,EQUITY,AMP,AMP,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc.",1126791000,America/New_York,EDT,9c37cba6-d890-3746-852b-1fb10c11ab1b,finmb_4165019,-14400000,321.62,401.0,280.0,358.0,360.0,2.2,buy,9,8721999872,83.721,4088000000,3.834,4.704,14565000192,98.649,132.59,0.01574,0.46995997,7844000000,1912999936,5054000128,-0.466,0.06,0.54034,0.0,0.28884,USD,1.2792
