,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4747 Bethesda Avenue,Suite 1300,Bethesda,MD,20814-1109,United States,240 744 1000,240 744 5125,https://www.hosthotels.com,REIT—Hotel & Motel,REIT—Hotel & Motel,Real Estate,165,4,6,1,9,7,1685577600,1672444800,86400,2,17.05,17.0,16.72,17.05,17.05,17.0,16.72,17.05,0.6,0.0352,1687996800,0.375,1.310915,15.013393,17.888298,2192154,2192154,6622596,6385750,6385750,16.78,16.79,1300,1200,11959518208,14.51,19.76,2.2902179,16.8154,17.1196,0.42,0.024633432,USD,16513654784,0.15396,702755665,711241024,31711529,33041271,1682640000,1685491200,0.0446,0.01112,1.07129,4.1,0.0625,0,9.643,1.7437521,1672444800,1703980800,1680220800,1.474,804000000,1.12,0.94,0.58,10215:10000,1257292800,3.162,10.64,0.035215497,0.1712712,0.12,1680134400,NMS,EQUITY,HST,HST,Host Hotels,"Host Hotels & Resorts, Inc.",322151400,America/New_York,EDT,e9caf392-2759-31bf-b3f4-60147609aafa,finmb_29574,-14400000,16.815,23.0,17.0,20.34,20.5,2.2,buy,16,563000000,0.792,1552000000,4777999872,3.228,3.247,5222000128,67.966,7.309,0.0463,0.11862001,1530000000,1660249984,1463000064,1.5,0.29,0.31865,0.2972,0.17062001,USD,1.3082
