,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 West Monroe Street,Suite 4400,Chicago,IL,60661,United States,847 576 5000,https://www.motorolasolutions.com,Communication Equipment,Communication Equipment,Technology,20000,4,10,2,1,6,1685577600,1672444800,86400,2,280.25,279.95,277.525,280.67,280.25,279.95,277.525,280.67,3.52,0.0126,1686700800,0.4175,1.43,0.940492,34.866707,22.430353,281344,281344,774919,922360,922360,278.23,278.43,1400,1000,46723436544,203.97,299.43,4.9753423,286.9378,262.8259,3.34,0.01191793,USD,52516712448,0.14631,167101560,167716992,1129499,1262374,1682640000,1685491200,0.0067000003,0.00485,0.86781,1.39,0.0077,0,1.395,199.7025,1672444800,1703980800,1680307200,0.041,1374000000,7.99,12.42,2.46,10000:40425,1294099200,5.592,19.938,0.3658738,0.1712712,0.88,1686700800,NYQ,EQUITY,MSI,MSI,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",-252322200,America/New_York,EDT,8726e36e-9d6d-3364-a390-d495b4ce9dc1,finmb_99186,-14400000,278.585,335.0,260.0,304.9,309.2,2.0,buy,6,1022000000,6.094,2633999872,6520999936,0.855,1.217,9390999552,2618.876,56.116,0.11494,4394000000,1262249984,1663000064,0.045,0.147,0.48834,0.28048,0.23501,USD,2.1331
