,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5500 Haven Street,Las Vegas,NV,89119,United States,702 923 9000,https://www.sands.com,Resorts & Casinos,Resorts & Casinos,Consumer Cyclical,35500,8,10,10,10,10,1685577600,1672444800,86400,2,58.45,58.41,57.94,59.6,58.45,58.41,57.94,59.6,1584403200,0.0,1.171478,19.022654,1739736,1739736,4157138,3287740,3287740,58.49,58.52,800,900,44923846656,30.46,65.58,8.497039,59.4518,50.61195,0.0,0.0,USD,53898948608,-0.10422,408852700,764270976,12467243,11244352,1682640000,1685491200,0.0163,0.56794,0.42609,3.33,0.0337,0,5.307,11.075937,1672444800,1703980800,1680220800,-0.942,-542000000,-0.72,3.09,0.53,10.195,56.676,0.8432671,0.1712712,0.79,1584403200,NYQ,EQUITY,LVS,LVS,Las Vegas Sands Corp.,Las Vegas Sands Corp.,1103121000,America/New_York,EDT,76ae2e1c-04e5-3e1c-b855-24a20193b25c,finmb_3632895,-14400000,58.78,80.5,64.5,70.39,69.5,2.1,buy,16,6531999744,8.547,951000000,15989000192,1.75,1.79,5287000064,417.576,6.92,-0.00264,-0.21585,2585000000,-466875008,6000000,-0.943,1.248,0.62115,0.17988001,-0.017970001,USD,
