,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2211 North First Street,San Jose,CA,95131,United States,408 967 1000,https://www.paypal.com,Credit Services,Credit Services,Financial Services,29900,4,3,9,5,5,1685577600,1672444800,86400,2,66.43,67.13,66.79,68.5234,66.43,67.13,66.79,68.5234,0.0,1.30669,28.563025,12.031858,15109398,15109398,15942653,18391380,18391380,68.25,68.24,800,1800,75845967872,58.95,103.03,2.7015483,67.9751,77.3286,0.0,0.0,USD,75035877376,0.09635,1113504854,1115709952,20908800,15527901,1682640000,1685491200,0.0187,0.00205,0.77828,0.94,0.0188,0,17.699,3.8408952,1672444800,1703980800,1680220800,0.562,2704999936,2.38,5.65,0.85,2.673,14.19,-0.08207822,0.1712712,NMS,EQUITY,PYPL,PYPL,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",1436189400,America/New_York,EDT,68da608d-aec4-350b-8dec-8a2691f5a0ef,finmb_112732,-14400000,67.98,160.0,58.0,91.57,90.0,2.1,buy,41,10659999744,9.554,5288000000,11578999808,0.267,1.288,28074999808,58.309,24.509,0.0364,0.13371,11653000000,3424875008,5766000128,0.628,0.086,0.41735,0.18834999,0.15868,USD,0.5547
