,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,The Tower at Erieview,Suite 3000 1301 East 9th Street,Cleveland,OH,44114,United States,216 706 2960,https://www.transdigm.com,Aerospace & Defense,Aerospace & Defense,Industrials,14400,9,10,10,9,10,1685577600,1672444800,86400,2,815.89,814.21,813.65,822.73,815.89,814.21,813.65,822.73,1660780800,0.0,1.379225,49.225243,27.888128,113988,113988,253079,219150,219150,815.06,815.62,800,800,44775903232,499.63,831.58,7.592997,781.5394,677.20685,0.0,0.0,USD,62255443968,0.17568001,54655298,54928300,1082861,1149104,1682640000,1685491200,0.0197,0.0047400002,0.99708,3.44,0.0272,0,-52.858,1664496000,1696032000,1680307200,0.528,958000000,16.56,29.23,1.37,10.557,22.418,0.5580529,0.1712712,18.5,1660780800,NYQ,EQUITY,TDG,TDG,Transdigm Group Incorporated,TransDigm Group Incorporated,1142433000,America/New_York,EDT,99f11d34-7f06-32f3-858c-5ea33647e1bc,finmb_22800180,-14400000,815.17,1000.0,757.0,888.13,891.0,2.1,buy,16,3500000000,63.719,2776999936,20931999744,1.855,2.956,5896999936,103.004,0.081149995,3106000000,-207124992,1088999936,0.576,0.2,0.58165,0.47092,0.42768002,USD,2.6365
