,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Skyview Drive,Fort Worth,TX,76155,United States,682 278 9000,https://www.aa.com,Airlines,Airlines,Industrials,130800,6,4,6,9,7,1685577600,1672444800,86400,2,16.48,16.38,16.155,16.425,16.48,16.38,16.155,16.425,1580774400,0.0,1.527816,6.033334,5.027778,7114694,7114694,24465666,20696590,20696590,16.28,16.29,1800,3200,10635138048,11.65,17.64,0.20350048,14.29,14.3479,0.0,0.0,USD,41372172288,0.03391,644819242,652862976,64331669,69945489,1682640000,1685491200,0.098500006,0.010039999,0.55352,2.71,0.111899994,0,-8.84,1672444800,1703980800,1680220800,1772000000,2.7,3.24,0.05,0.792,6.424,0.26380372,0.1712712,0.1,1580774400,NMS,EQUITY,AAL,AAL,"American Airlines Group, Inc.",American Airlines Group Inc.,1127827800,America/New_York,EDT,b73d98bf-8d5e-382f-9d49-b84d8f52f152,finmb_168569,-14400000,16.29,26.0,9.5,17.05,17.0,2.9,hold,13,12316000256,18.865,6440000000,42929000448,0.582,0.718,52260999168,80.282,0.03864,11443000000,2604124928,4320999936,0.37,0.26094,0.12323,0.07937,USD,0.0802
