,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5601 Great Oaks Parkway,San Jose,CA,95119,United States,408 717 6000,https://www.westerndigital.com,Computer Hardware,Computer Hardware,Technology,65000,4,7,10,5,10,1685577600,1672444800,86400,2,40.47,40.02,38.87,40.25,40.47,40.02,38.87,40.25,1585785600,0.0,1.674295,-25.090322,1104275,1104275,3841800,3357250,3357250,39.21,39.22,900,800,12442349568,29.73,50.95,0.8778291,36.6146,36.86085,0.0,0.0,USD,18968868864,-0.04868,318468920,319936992,7368584,8184962,1682640000,1685491200,0.023,0.00287,0.88302004,1.76,0.025899999,0,36.284,1.0718223,1656633600,1688169600,1680220800,-699000000,-2.15,-1.55,0.57,2:1,865382400,1.338,24.319,-0.12967741,0.1712712,0.5,1585785600,NMS,EQUITY,WDC,WDC,Western Digital Corporation,Western Digital Corporation,278692200,America/New_York,EDT,ca763f18-29c2-36b1-b6fb-b650cbff814d,finmb_314057,-14400000,38.89,62.0,31.0,45.5,42.0,2.4,buy,21,2220000000,6.939,780000000,7365000192,0.724,1.612,14174000128,58.981,44.784,-0.00206,-0.05639,5874000000,175250000,-45000000,-0.36,0.21476,0.05503,-0.00593,USD,
