,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1211 Avenue of the Americas,New York,NY,10036,United States,212 416 3400,https://newscorp.com,Entertainment,Entertainment,Communication Services,25500,9,8,4,10,10,1685577600,1672444800,86400,2,19.8,19.8,19.315,19.8,19.8,19.8,19.315,19.8,0.2,0.0101,1678752000,0.4348,1.27,1.323943,42.293476,252187,252187,816661,1014220,1014220,19.43,19.44,800,900,11047347200,15.15,21.86,1.0916351,18.1422,17.9035,0.2,0.010101011,USD,14778578944,0.02638,492817416,192115008,1537697,2013177,1682640000,1685491200,0.0027,0.40195,0.39818,2.05,0.0134000005,0,14.057,1.3840079,1656547200,1688083200,1680220800,-0.39,267000000,0.46,1.46,12.885,0.27741933,0.1712712,0.1,1678752000,NMS,EQUITY,NWS,NWS,News Corporation,News Corporation,1371648600,America/New_York,EDT,4f405772-ccce-32c2-815c-c7c78a378930,finmb_212741644,-14400000,19.455,none,1676000000,2.923,1147000064,4192999936,1.004,1.258,10119999488,46.672,17.463,0.02507,0.037609998,5309000000,490500000,994000000,-0.376,-0.018,0.49012002,0.11334,0.068280004,USD,13.9861
