,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,800 Connecticut Avenue,Norwalk,CT,06854,United States,203 299 8000,https://www.bookingholdings.com,Travel Services,Travel Services,Consumer Cyclical,22400,1,2,7,2,1,1685577600,1672444800,86400,2,2640.99,2620.0,2613.97,2669.97,2640.99,2620.0,2613.97,2669.97,0.0,1.336971,26.44451,16.202503,102313,102313,319624,354420,354420,2623.74,2628.93,1100,900,96985677824,1616.85,2786.85,5.3368006,2638.859,2252.845,0.0,0.0,USD,95707406336,0.22143,36834300,36933700,768579,718301,1682640000,1685491200,0.0208,0.0016300001,0.97806,2.08,0.0208,0,28.861,90.985756,1672444800,1703980800,1680220800,4024000000,99.3,162.07,0.76,1:6,1055721600,5.266,17.078,0.3632394,0.1712712,NMS,EQUITY,BKNG,BKNG,Booking Holdings Inc. Common St,Booking Holdings Inc.,922890600,America/New_York,EDT,dc582d30-8fc1-34d4-81b0-0893cd207cf5,finmb_33254,-14400000,2625.94,3430.0,2100.0,2874.48,2950.0,2.3,buy,27,14499000320,392.569,5603999744,12664999936,1.495,1.593,18172999680,1179.236,465.413,0.13510999,1.4775101,14625000000,6826874880,7747999744,0.402,0.85743,0.30837,0.28305998,USD,1.0249
