,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3550 Lenox Road,Atlanta,GA,30326,United States,770 829 8000,https://www.globalpayments.com,Specialty Business Services,Specialty Business Services,Industrials,25000,6,8,9,2,7,1685577600,1672444800,86400,2,100.68,99.23,99.06,100.669,100.68,99.23,99.06,100.669,1.0,0.0099,1686700800,0.41,1.00669,8.519491,539023,539023,2286248,3268900,3268900,100.54,100.56,1000,1200,26334134272,92.27,136.88,2.8901427,103.5706,107.4323,1.0,0.009932459,USD,43419504640,-0.015829999,259472441,261952992,4426113,3059645,1682640000,1685491200,0.016900001,0.01121,0.89222,1.82,0.0171,0,84.361,1.1916643,1672444800,1703980800,1680220800,-144280992,-0.51,11.8,0.67,2:1,1446508800,4.765,12.08,-0.0972023,0.1712712,0.25,1686700800,NYQ,EQUITY,GPN,GPN,Global Payments Inc.,Global Payments Inc.,979655400,America/New_York,EDT,ed492dd5-d92e-3838-a908-b71719292595,finmb_813574,-14400000,100.53,208.0,89.0,135.55,130.0,2.0,buy,31,2001671040,7.641,3594473984,18248181760,0.504,0.92,9111707648,79.746,33.692,0.02596,-0.00459,5228998000,1967678080,2213565952,0.063,0.58986,0.39449,0.21439,USD,0.5828
