,address1,address2,city,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Grand Canal Square,Grand Canal Harbour,Dublin,D02 P820,Ireland,353 1 646 2000,353 1 646 2020,https://www.accenture.com,Information Technology Services,Information Technology Services,Technology,738000,1,3,4,4,1,1685577600,1672444800,86400,2,319.54,317.26,315.0114,320.57,319.54,317.26,315.0114,320.57,4.48,0.0139999995,1681257600,0.3849,1.39,1.23838,29.337019,25.346064,1275326,1275326,2715748,2959080,2959080,318.52,318.71,800,800,201367945216,242.8,327.93,3.189006,288.2042,278.13846,4.33,0.013550729,USD,199460012032,0.1099,630635522,631532032,8192545,7709344,1682640000,1685491200,0.012999999,0.0014,0.77745,2.94,0.012999999,0,37.643,8.463725,1661904000,1693440000,1677542400,-0.068,6939801088,10.86,12.57,2.98,3.159,18.642,0.1301949,0.1712712,1.12,1681257600,NYQ,EQUITY,ACN,ACN,Accenture plc,Accenture plc,995549400,America/New_York,EDT,64bf532c-0542-3794-9f22-7d6062a2458b,finmb_972190,-14400000,318.6,377.0,280.0,328.12,327.0,2.1,buy,21,6242975744,9.885,10699594752,3208500992,1.146,1.288,63144419328,13.119,99.999,0.1311,0.30949,19701539000,8329611264,9680274432,-0.059,0.051,0.32119998,0.16945,0.15288,USD,3.1337
