,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1000 Abernathy Road NE,Atlanta,GA,30328,United States,770 448 2193,https://www.westrock.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,50500,5,1,7,9,7,1685577600,1672444800,86400,2,29.48,29.05,28.47,29.2475,29.48,29.05,28.47,29.2475,1.1,0.0377,1683676800,3.44,1.201056,10.5,860289,860289,2408188,2853110,2853110,28.66,28.67,800,800,7368860160,26.84,43.37,0.34885645,29.074,32.93055,1.05,0.035617366,USD,17422819328,-0.05863,252577711,256130000,4436382,3733594,1682640000,1685491200,0.0173,0.00685,0.91612,1.62,0.0198,0,37.655,0.764042,1664496000,1696032000,1680220800,-1238400000,-4.9,2.74,-0.52,11099:10000,1463356800,0.825,5.528,-0.26593626,0.1712712,0.275,1683676800,NYQ,EQUITY,WRK,WRK,Westrock Company,WestRock Company,1435152600,America/New_York,EDT,bee2eb22-856c-345d-8380-3e0784b8b003,finmb_33897,-14400000,28.77,45.0,29.0,34.91,33.5,2.2,buy,10,363400000,1.419,3151600128,10209899520,0.692,1.53,21122899968,105.594,82.802,0.03581,-0.115959994,4020700000,634825024,1927699968,-0.019,0.18539,0.1492,0.07788,USD,9.5226
