,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,233 South Patterson Avenue,Springfield,MO,65802-2298,United States,417 862 6708,https://www.oreillyauto.com,Specialty Retail,Specialty Retail,Consumer Cyclical,86774,7,9,9,7,9,1685577600,1672444800,86400,2,919.02,923.83,918.56,930.32,919.02,923.83,918.56,930.32,0.0,0.882042,26.868383,22.109026,104305,104305,420193,522420,522420,918.63,919.71,800,1000,55925182464,590.33,964.58,3.773193,915.8168,828.1172,0.0,0.0,USD,63046754304,0.14895001,60233014,60878900,781571,978026,1682640000,1685491200,0.0128,0.01038,0.88209,1.7,0.012999999,0,-26.623,1672444800,1703980800,1680220800,0.073,2207654912,34.19,41.55,2.2,2:1,1118880000,4.254,18.664,0.53849506,0.1712712,NMS,EQUITY,ORLY,ORLY,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",735571800,America/New_York,EDT,bceb4e90-14a6-3e82-9996-5bc5c2d46a10,finmb_324289,-14400000,918.63,1055.0,865.0,979.85,991.0,2.2,buy,20,59872000,0.983,3377963008,7157662208,0.073,0.705,14821712896,234.562,0.15208,7381706000,1844991872,3172128000,0.155,0.125,0.51033,0.22791,0.20302999,USD,1.5573
