,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bank of America Corporate Center,100 North Tryon Street,Charlotte,NC,28255,United States,704 386 5681,https://www.bankofamerica.com,Banks—Diversified,Banks—Diversified,Financial Services,217000,2,6,10,1,6,1685577600,1672444800,86400,2,29.19,29.01,28.58,29.04,29.19,29.01,28.58,29.04,0.88,0.0301,1685577600,0.2613,2.22,1.38345,8.641141,8.641141,16451188,16451188,53759590,41683920,41683920,28.74,28.75,4000,4000,229312282624,26.32,38.6,2.4256608,28.6018,32.29585,0.87,0.029804727,USD,73016573952,0.30276,7938232506,7969149952,68839540,93721347,1682640000,1685491200,0.0086,0.0011,0.71623003,1.45,0.0099,0,31.584,0.91106254,1672444800,1703980800,1680220800,0.155,27071000576,3.33,3.33,2.56,2:1,1093824000,0.772,-0.111415505,0.1712712,0.22,1685577600,NYQ,EQUITY,BAC,BAC,Bank of America Corporation,Bank of America Corporation,99153000,America/New_York,EDT,bcf30d7f-4abd-3593-b752-cacd38ff491c,finmb_19049,-14400000,28.775,47.0,28.0,35.77,35.0,2.4,buy,22,893122969600,112.073,705122992128,94535999488,11.677,0.0089,0.10469,92407000000,27803000832,0.175,0.092,0.0,0.0,0.34039003,USD,4.3895
